NU_INSCRICAO,NU_NOTA_MT
067c07859139fba60b96329bbba80fed79ed9535,517.424175871
7355cdb97afc51c0d4fb1895d407adc1a826130b,422.50963735899995
3c69a9f903494bc62eab1f114782bf8eb8380e95,481.775706461
2189f7079585e9c5036b0cc92a1c7dc065aae1a8,
74aaf71b443f1ced65fd4c071acc0b5fe9079b97,432.92302126300007
f6b570f463b91beb332e1e5be09838dea7214790,426.3444659940001
cfa20d03b8d493eb00a3e91d3dd0f93573e625f7,542.24836143
23f42cbb61a06a505bc0fb98585945008f83f1cf,446.93583993999994
1b148ac62bb092fc8e1b5340ac12924dba7d3715,437.59876179599996
a714da15af9873f1ef20fae52901a9ac1d8ade35,465.11266330999996
1db7ee0e01a793bac520aa333f51e963caa92d4e,
6c45e7e2a9578ff4887d8bc05ca5ab4faed336ed,512.7240716790001
0002c409e1ee2353dbff680d9a7e77a5f0b50a94,471.616705105
46eefba83d46b5adb275c69224fe09fb630d5358,549.6457731969999
f571bde7cea96e93003f7883f1b9850f96fe9c6a,558.550517126
e248d194082a8831734a6e3a34a58f6aaf5039d9,439.362385152
e386f7846ab26c3732b27921dafef4c7d9e5f7a5,
3490b0c6fb958daf5fb36d327ba17d34ed8abd90,443.36830897699997
eb43926f5b09278e6bf0d34a2440bc8670244656,440.63066753500004
893adc250ec2d94bf7fee352c7c17cb765d333b6,469.24066441400004
25ce5386c14ad7d2b09b2b8ea40f60a5bd83570d,429.948326764
21e7c065af2be78876ed12d2efa20420080f6275,462.9580058640001
4a8387ab4e484323ab4c1685f2cb2385b2a42ee4,448.13882144800004
972908d6e89a97159ccb1dd1d4892cb970cae6a2,471.11047338300006
685b9a65ae48916267ab7503f8f55a3a466abd77,600.134294526
8064c6c452997eb96ae79e2d5d3c348581e78b14,625.9784897919999
8605485ed65313a27e96f467456f1a53f1107500,490.31300294900007
768fc57d371dec37913eb51f11818650d83b7e63,472.01118614
9ddd5a166c6c32e390e4f439437e444546df1187,
8c8cd6bda53fdd340de2c63fb5d4efc54a7922de,460.494274141
f6554ffa8707a96d87ac0a3dc3380505dbe25dea,522.635991754
be93a3a5cc2fb1ddb9d47ad74f85331b75348778,420.866463279
689b58e47a677df619a3ff52d548b7248d7659ae,
0a80c4d2e908eaa854b6c500ea28ae09e491a823,
b0d03f4d46aa50849796dd95473755112c1fe26b,406.65797263800005
02f3fc0644c3a974b1ec0dcf6687f78d5a000d58,430.43054853600006
fd4666997792a70aa3116ea109dd8b756f5b2135,
a54ddb5376fdacf5cd1f0d1add5ded62330342b6,472.996273067
28f15b94a9475a6ee13da565eca0c6afd162c4b8,446.2210948300001
1bceec9f2b9439b2ba4733e3527da7d5063df496,415.40949146799994
2dfad9a8c00252be6dee24e3377e0ae4e57f2d06,
9b48a44fbc521e33f99bcecdcc96ffc598e6e632,421.264802124
9f857ceeebe43dddaaf84f944c3c94a664ff2bda,522.756234935
630b1e2b3adcf90f1c930cad9e871b174cf12c1a,
fc0624bcc7e605b2d20a3a16857675498491654e,484.098073403
5f0ab4a373e3558a29da52aff2b1d4cf7fde4404,
6860ba98c2c65893de299e4755087d5d6b6a6033,484.2080465040001
70130a38cbf5e620b6ab5122bd69566791902b7e,
930383c9037251c38e40ad9843534cd98c91a0e7,
4f2370175e8559143c43b30788b65260884ea2f9,494.471573158
b82ad5b2113a68659252db9051093cc05087a38b,
837c933e6e8b380e440024abe3eb4ce9a7ad6315,469.66921760100007
478cf2c66a99d0106080fd93fff65c9a56b04453,
2211d854bb3e5dc2d5fc07f73066e41d3a5693dc,454.84980263500006
1ebb9d6032291ece52576d2d08192d9b2b99f454,637.4893955489999
d958d954eecd475a0531335ec908bdaba301921e,464.5876615840001
14bd9da1a22b6ce55c9ffbc04f9f6bc40333d4d1,421.828996618
ec522885b9a426515641c1c67a5528e18f14bf5a,
69c2149031d76ac0451f02e2c9d0de205806a07a,
3834a3cc23a38eccc9189e8bee7ee358b75fd635,407.04841251700003
d5b79ab72ba5a5aa8bf3d9fe16bae73e39b9dde5,499.9112545860001
ef49c026fc5471e8c1b56e3fb2419b946a33c76d,446.33635886100006
9374367408d6d3a00bd23fafb447f0fe9800b278,498.4740976120001
f2cbaa558fdbbf3d649ae65ef94a9d04b37fa58a,
c8cf85985775108a962f206bbc07f9b96edf577d,445.494287437
fd2be6be460aeba8ad01303ec1c734b3ce6f9e68,
22c4abf2162ac430458742f60e265835362dc7d3,
e4220a05813204f233d232a847cf24d60fc460c0,537.5866500230001
bc94527b84d81f7092c3694e357b02eccad91f1d,
66a58d3b1020e10bb366884a26853f1d267bf42a,421.589953742
83b2bbe9efb5a5e8eab5c46d2c673f543fc8d39b,445.49902022000003
d084e1c3d7146dbef3c6481a96359948bf91d7db,452.5785933949999
9888d8f325173fc4f4bac14903ac7b770478e1a4,
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,541.810119455
261b29785844821814715b52511dbe7bc6905168,540.812672689
cf9a14508e8ca7b8b1d655e3d9dac3c7f6cddc94,
f2ef13cfcdc3cef6ed5b3bf69ea1410b865d1fc1,427.19776824100006
8883c8649e0df6462c6f4a06ea6e9595149bf6ac,463.8413429750001
cc1e3f6d30dfaf8b21834c0ecfe0b773b4092cf4,503.15296221400007
2aee59a8709e9bbf7de39903fe1172fd948e44c1,539.5084162819999
cf71722a9c4e583c4931ebc390cfe917e63e80c1,500.395143762
77b20dfbf4075cf839105980792b7298380acabb,
ec3d4ba8f80c75414b4e87994cf0058ae2b1fce3,
39905ee60f2cfbd2c06e6af96595c470ccf74d3e,386.820914229
0c7978c01fb8fcf7c0d48935c0d66410d8ee2c2f,
0e326387495f24745d2bc6110ac18f3580e56290,548.788723174
f94f945618e9047bdde48cc06cc7a6e0af719a37,393.674220724
0dcb5c89c0eb43936e7f1366f1dc76fec085d040,437.92521486600003
3d4c1727853053cb5eb4d407b22396e314509d86,
580063acdd223dad07639900466c199c7ec6de6f,467.51486414300007
265f10f7456631dec2915feb97ca6b706d8afb34,411.95943039799994
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,594.045869849
5085085c3fb8ffdb2c6c30fb66fa17f56f0d95d4,
c60905dd75c5c4ea022000a0d832d19e7b1de7d9,512.4400472870001
6d599c950879cc9667cc49f0bc52ba4868387962,
7ff56884aabc69f1d8b14577a6407ac705d35620,408.40136647900005
68199e9559d14e9d3619b1d9d5c2ec12aaba571d,519.9822347379999
f77f4a3f4a4174bd6d5f0127b09b3a9436afbc99,
421ae8bdf8fcfbd12912424dc6b99843ff81f50e,
3388ba2455af7dba1afc8be01e9ef9aa3cd5b992,455.54333777399995
424bdb568028c00e963fc710f7a31107978feb84,437.24758075500006
9fc249e4d6dece656c8796d34208d45dc535c3a7,533.084986291
827c808e5a3d17b81cd7cb9434f92b276416a39e,450.258175596
3b14b7a79a33800100b57153088a4658c2979c57,440.99511502900003
5916e2530308e5ce4602179367a5372a5f5135e2,431.074277974
a5880689fa0d7e2b80596a17c3f6a9e85439d398,511.94249384799997
c8cf5c4159c454809b801ea438db3974e8242c7b,520.5022623799999
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,624.216357632
19b8b06263c22bc148bd3e79ced71751b0462f67,
68043cf6df7116c4fbe9e8c461155a79d1149997,507.329227788
ffbf2b9497516c22da904a5736fef527ba8b868f,441.766360551
5001def5a54c7352a7f5efe6ca553cddeca44e73,502.57835533800005
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,614.4650469770002
c69d18e6e6b386e2e1592648d9e2366de5f64c06,
c57a918711e5f9909c06865804a1cc13ccb38936,483.199825403
d43c8bc37d22f63102d62317b61cbcdb1331054c,571.490093769
373440621611720645f51dbbada979c89bb14cd9,479.65563234900003
6cb9ea06bba586157fee26eb9d3642894fd55b43,473.3361827240001
b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,494.041791378
36f872f6120d768d0659a8dc67903c0ebf85f7e1,422.25417830099997
6eac66cd9ec970d8887a7df2ed69c132b8049521,
194268c39d944ac4b3930c2c0bd8342c15773ad0,
32ecd1831c2972d2e350967d4c96614030d9c2e6,422.83479860700004
d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,
9f9fc9c670143177022b7ea79292186768fb3849,427.9434106220001
fe8333dd7a48c2c6da19394b93e6413b2d969588,702.783923003
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,514.716670695
e7155d360d9614f96d8f28af8cebee412228e753,523.5151504629999
8bc5a02113c1d872fd3d7c745df40e622400e51a,651.6987277349999
2900ff93d1f83e953e0b7abdfa3fb081366c967c,
e3674c21fa2357713f79e3e228580d7a772c62ca,517.4967814549999
7c8d53c9ecdb67403aa3a048a3d91f076934b160,
406d38e4421757935a3e7898f767a98c306e4015,
9aa4a411cd914b73b9d2843d50f7796dad1c0969,453.65367771800004
061ec45bddd19204b4ed9e1cc794b116aaffcd97,581.833313561
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,485.99343302899996
0cae68bb07813f6be4f476c21d699c697cb479d9,
1ab6ff506119fe0fb2b17147c7019e7419a4be14,
83400bcebb04d1605ad7d37568b1bf4bde04b494,439.46039223500003
54899865c8bed8eb4d54c8d4c8ae09a30864290c,649.8776486610001
63e7e834e16f11029f62736780b3a101cac5e5f8,582.855475803
dc7a06efb8feb5e397b1d57d5478e2965322e80e,474.23830234499997
625786c698ec763a4dbba2978876dacf605d42c8,
8ba8d9f7e4d980b58556226d906e2236659cda4f,404.39999038199994
db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,
ef52f1830fe4acb0d7ce223353a239b3fac81925,440.40303567899997
873ca0475258c0454ff969ff7f8b779c30729f48,484.21464842299997
43d7bd465f67853f09b8ea211afa8cba29d6452a,385.423400169
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,423.86786553600007
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,524.0373519399999
49a9e7f2baa21147daed25a03be27ef0d785cdaf,422.302707002
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,580.2821908389999
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,571.630469462
97854c6bc17f30f476dc404dc3e74bda38afb8ba,
c57e5c73a18d895c0d10f18f4ca74d5073c16698,526.0221490670001
2ed840bcb61092680e034399b5b638d6492e146e,
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,450.59268547600004
1a4a30ccca625947b0d2a60f25702e8066320f5c,
291eda98ff5f826d1adeec3ce1efc385ece76e7c,431.432700378
a976f1e8f9ba929071999ca384edb2f2bd0e0026,445.8631661870001
fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,
601eb56c4870e7f3ce567bef879997434fab6978,436.78629647300005
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,480.48154413300006
8d2007f35400585b1a23535658a56e3f56deae16,575.70397463
504fb778c3000f0f74c49d28a157ef535df7b26e,495.1808791360001
41486a1936312d298dd64860a5d146bbe6e1f6ad,440.77117323000004
9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,
eaf79174460e09e7653d588de06f97e1bbd42138,521.2242441479999
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,402.826154496
2181b6cd1a507e4be28b56bc22a49fc0c508891f,452.69952961300004
5cf539ec5fbefdd7e36c73555623aef55261b30a,594.6907186829999
cfcaab878786f9216a4d8433f2a46bad9276aee4,477.5031006340001
1b24de7ad1184ad4a97f373e876b96eea61c6b17,517.437340827
c261830482fb017b2cca67da0781f4b8b8d83187,
62add403579d50fbee420593bd16447b10679b89,517.1365384600001
d8e056958f364d9b9abc8cd7d7e464341655e324,
e00b16108ae0577000f16ced5a92205b35879b17,437.95605471799996
578b34d9c52218727f025eeeb7e9ece099e7962e,
91011d06f4c11199a3ae872aacadadd7d5d75f1c,
139838127162e6aa92bebbc5651e0472286a0619,
3c4914af467ac58e125a45a078ab6cd43e13b655,484.40934862299997
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,436.48204325800003
df7d7db821755b6e9a024a3cebe06b8155d9c708,450.793669853
8134453bc66345ba09033fc2118df694fa6a5299,479.129773355
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,477.5100644149999
b04d55df23021bca201b74ffe2e63ea7f2449877,477.776682556
3f318550fb1494cc6160d1e031ae29ac2fc065aa,483.97943795800006
ef77de8ef635260390a3261262869ca5c6135f59,
2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,
c7cc0461b2c741ae81ee815a975dc6b9e514875c,475.09043002900006
73274817307e9baf478abdd2e6e73bab0ab26ecc,
af6c4e9ec5b12de767977306416bd0d9447d310d,421.07043866500004
7b309e8114f95274ac95aad6697df953fce1d861,433.937117159
354a476d6cc00db02bbe4bacbebe0298c14b9926,
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,433.69759289200005
adcb305091a3f8b4a9771362caaae7d2b39465c2,490.38097439999996
3b08ec5615162eeef39ddf97c305601f8d6be53c,616.839857747
dd8bf6ed8a7291b0bac35478a7d4812939478898,507.729359094
298c9c61c87385c00c8eaa4192d153a8d059e411,476.96776536
df79eec536e5028c8774e72b5ed0ea72ee8f63b5,
64449fe7c928f02f796c5b0d527c681b537f7859,427.822427015
bfaa66d24544cca4105e4364d9228bb8dc61c14a,
62d6fdccdcae41351a63bcd346eb65178c0481f1,
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,559.146770461
f0d08da594cee151c351acda8e05cedb7aa8f2e6,548.7446853690001
cd2030092aacaa9580845fc92189ad3bc1a88129,412.33145711000003
1372e1ae0bd729de3f59baae76f62b02b73b21ac,497.58653381500005
3a74629fd3af085f644ada2fd31359de263dc95d,447.706843776
c5c4d066740c70017879a186e3df0b148edb1785,422.9998802250001
93622845055ef268067ee6964763aff9683e8360,437.815091117
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,411.2731987700001
7e760b93b2a189673c81aff7015aca45b4f50f3e,439.74993089900005
eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,445.049715279
04013eb3b9f5e047e3c384cbc124d6be434890c1,411.018797758
da0d4b43fd0c5896ab67944d72aa269aa842668e,595.782421987
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,442.128825428
bf751d79db8096cf876ac75002003bf2a7da2035,425.42467952
6e85f5878fde0da41bcbdeb1050e561c334bc31f,
726af52ecc5309864376cfbb79843e4d9bc67eb0,526.185508745
cdad5bfc0354572880fa799d9a0af784137de4a0,
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,503.7547895830001
9cb5797ed8f7ede425ba307f769774b42460774c,457.278168562
ac75c3f733f769455017ffdcf9b4ef75af3f853b,417.47204796999995
8c408798149631973f52a14f363b604349f3425d,588.038833634
b2994317d9802cb04c018f57f863aaa6fae7a2b7,
0f1c44bdb576aa13a22627c4415521e2a68398e9,
b04c28955fd0f07bf69fc01d69aed8d166814b31,426.6600148190001
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,453.110205074
fa2603e1077c05493a48a74c6365a8d938b9bb58,434.004376854
0432abb93e94758393c78d674c53761c8e7547b2,419.1053766340001
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,528.123332095
40e4c903604e672a031abf55a0e9d0be2499e19d,531.230200613
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,566.559211348
ae275ec587fa99cbc535a14b099e9a53418ad6f5,593.116879931
a40bcb038126e8fcc18613587d349c451b17495e,670.3402555009999
9b19bbaedd6ecaef988bef930c5793119b19dc00,425.90639208700003
62d3a19afc54c1410e6e771ea29b909f8796cdcc,
d20057efa140f475a2ab2abe27411b82e8da0e5e,
96e1a9ae54f3094c2837def24b35651fd65b7683,
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,407.667411869
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,482.128767643
f97828327a4314a4678a907d32d289e43235a80f,
46ef075a91ce3096159d24ef137e502955a2e92a,437.7705551570001
525cdb6a9a5f67818cf00847195ba88f8fe91978,
0fd2ebb2cba41467a2f1f064879e27c14671db11,459.20680409900007
1a4a64788e42e62aebaf976e118e4312f271be20,544.9344450179999
53c0a7d0d86fd533212fc581cf32c5cccadc294a,
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,484.3227704560001
fb888df8e882e6c0d8422fbd16748fe087fba56a,
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,489.10497913200004
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,
d920d310fa85f5d607cddd3f366d1fb4901372da,477.53485954099995
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,478.79536693100005
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,
ba01e15e5a2f24d0dd9b724618655a329ad61213,477.685522783
dbeac2f05498472ec708163898309999efef03f2,392.485436297
31782322f561ad5f596f6ae148c8204fad23705f,
bfd9561d59f723b856dbcc1ce674e11bba238a99,
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,554.058256655
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,458.181581266
825b9a5eb0d8725082051b41e082aed01dc9be7e,381.11312726599994
67d77c90ad21e26bfc94677547f6910b01dc1d32,436.259260557
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,
74271d115ce6ed32aa2aa834385200a606c62bce,371.995413281
6efd349903f7b391b6f920cc76de7b507258a8c9,414.0365629740001
e85ffa10d21d03b9b4e925b5808dde341be4a62e,
c0934de7b64b1ea909ce77c97580606e18936874,618.7268282449999
f81906feca10f1eeb5153e9f662a06040dc795c9,564.436700866
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,427.1286485890001
2ad02e38865830766bb87531dcb154852364eb39,525.076274448
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,
f986cc713f62755c8e4e47a388f9775fe2f46b40,442.402746865
143481c553f2f07d71a7b02d4364cf716eb213c3,519.3890622329999
7c2c0ca131808098924fa3305efe67029c95e527,529.9136743419999
862074b9b6dcb5e90476279725b9d0aa991f1e86,369.525549246
a5873b09206a34e65ff84c5d12d27998701220b4,
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,438.2734904640001
cd532929efcd6be773ba62fc83c631a77eb24e94,621.1654570899999
64a70bc39c408304ecb8e572765315a3896ff833,472.08584119700004
5573caf7f47589820461e64565f85c11bf9f122b,450.74174518399997
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,564.463331473
e7f989fad23aa525007003e7d1382ae56c9947f5,477.99468762400005
44b8f6f734d554fec0da2e60da8d27868798c802,483.5249006720001
ae0ce3518210a23804d30a83c92f5c2da6fe1382,
34d6082a74330b3f5bc565fc573674afaa03f661,707.669441379
d25c087f96c3997d6328b953d4a710d27ef5838a,464.972749995
0e916480daf872f3cfd63c9decda513616804b6a,
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,477.17898525100003
e447d3f2d58677fd267d7a03f501ef642a1d4e06,399.54966920900006
fbe1950b1a096572f21ea11345473fefcba6c84c,444.748713112
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,471.49784409399996
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,
48bb95f95bf1597bd67366fb50610ada3df98863,447.52822829
51ae593280f360e68b5400abcbb0d37f1ecade71,704.74782678
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,
d306f972ccb66cdd4b336af47af14e1bf8240cec,
8a1a696322f3f7e0861982fbca06cdbb039832d9,
6058199e6bda1e0af51a1186b65ff76d4fe4035c,525.190484985
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,435.343115536
31a4df5d818242efa0d50309c9bd5e503d3811fe,449.05172728599996
89c71043264315c4e0eea0f8775363a12dc82061,416.07402926099996
81d76646552b14b85adb5d258e5a135fd7ddb86a,462.5321182610001
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,
b63eff83ebc02e1bc7a73477edda3b76a05571b6,
c4a3b96cff4393b06246604527f1a558ad8b66b3,566.751035606
dc284de80ad0db4a78bee253f995f0920e340cfa,
45eab0d008b4971810ca4b2d7b735916d9991a9a,604.975090454
982fd0566d5924b506fe1477fda3513984c4c702,557.468836121
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,511.65478211500005
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,431.36899461999997
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,
8cadd025151167286941b7d4f113e0335e046bbb,564.226764254
412696b14eed4da0a81260862fbe1855d8fc75a1,
6629196865947bb489338e3fa1c9f0e56614ee72,519.947639037
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,361.288661989
bff7d200b32aa005540af908fb325a46ca9bb742,411.83770892600006
22a2734a900eec40dd32ef379894cfafe40c63c6,
edfe4f7961749b29d0bcb06933f1a8710846e116,
5d42040f9935aff1dabc32c4f5a578148138e1af,404.53185356299997
bd01964e27b0e530ca458b382b07493aeb48a2ef,443.418965413
6588cdc7aef843b1775104bc38017bb3f808c7bc,435.30493847300005
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,579.9229252909998
1d705b7b461dfd626645d5df319ab733c1c1ca73,477.21435597399994
106b58912414f794e754883865bf6e4cf68adfbc,478.906037534
308f5a51e95317261a7d66fa83feaf3504542cbe,
973c923e39db780e329a64c6049dc85d9be17978,440.865465843
19dd82f8d74cf3f076d24e9985dae14d95a9318a,
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,443.2499717260001
7f9879b40a268318e2a969e73156aa9df7a48c13,543.088782143
3060b85e8d3e20b11f4391e64c6f916cede388c5,
866d7784ed1380003929da44f965aef9339702f9,576.4279301370001
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,481.1075520150001
032ef02de121b7ab5f2ee4ffab719f464050f862,
68040110ffe6ecacbbff5e21086c8c416132a22c,
f66562b958e6349449b87fea0a01fab214f6ec8b,367.79254602000003
beefc7a89a2d9882e5983d80e356f8b7c23994f7,498.9573999439999
82d7709a8445664e93038482fbfee478e8a40273,498.3082693470001
e3929d32c498f8e45ae326017cf7c60308880d94,592.1977641240001
9da35674034a0a1373298436fdfb2f1d840a6da2,434.467991841
6d980e58439452168c46e569c5671e7820d0800b,
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,424.31672935100005
2f8e05c2d702db25093589b14295ab88abf009e0,
407861b22074fd4b864404e8ef0942947c9ec7d7,
d426e04457c4fc8b4068a7da6805a7ab8e07224d,438.544525719
70aa6679bdb9627324f6626534a7709cdcbdb0f8,
f5c04dc290d6706af8214800e25be19129dc9f7b,428.33174716900004
cd20ace0b8fb57cecb028764042f1c7851d39507,419.72096885999997
eb5f0ef501357740c2ac626bf1ce233475aa47af,478.09965
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,
383f9cdf1c3d46a2cd312345792cf74f15e4b746,536.150415526
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,
fe23ba819708fa369addcf9e6dcc7657cab3a96a,445.21113370800003
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,610.214757356
c4e415962974bee4963519523194e05c3638dd39,
d50835b7ccba559c85daac789b52a4dd31e98eb9,
b0e8139fa43e8c764878dcd69f3548d74353d838,472.627927783
e023d054a9a69d221946660afd3b8cabfcd05230,
9284a89fdbdd88fe9877dad42e9984e7e2484e20,485.8131527070001
f4c4cee74ce9ede036564ef9b80aba39c768e126,397.2472201830001
b1b16d232ac65293996ef45fcac75a0fca3e7325,
b8fb9eb73a9f599896d49678bdab39e07479b2ba,409.34554380500003
c04b0546f83b9eb90d11ca7597181b9ef956a80a,
bee771ff249f080561ad1b67c3a0050a3ab89b32,492.32452538200005
b1cb99c8b63b442384c0af490ca27366e5a91489,
809ec35d37a181001a42e6340709505e78a2c577,440.021565017
67da0b704f0c6cc6037509ab516aaaf58fd950b0,496.08567656
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,436.645753483
4617bca8992d06315c5592eb69d2493ac7ddf543,
60290f6053f0e9a625bc9d2f699ca507e8985292,408.448865332
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,465.456997464
89d16717c0a898a0955477e778e309036aa6e584,
151d112bc6f05c1069b4b743f73f92a08826741e,
a90416a3b247048aaff99c5f2f88a45e2dc20046,
4dff8608a5941c894c2f71aae910da722b5b2b2d,427.062072982
67833093fd0fde740199378acf55c33de750736f,453.853429923
23c6b7ea47102c0ba28ac805a03304d515494ecd,520.588818188
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,424.819743241
68b155dada9a40aafaaa7714e063a432dd8275d6,394.44436455600004
bd21086734939a7c2bc239854d12d7b8b2009fd6,
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,602.1896935670002
04df4468d9913083f7984969a8b2892f210b4193,415.50673485899995
cc2a0d12abf9b0917d668bec85e91fafddac7c45,529.2883006229999
3c5e07f1980f7cd16cd801e5f1b4f02825274201,
e9b1849607e9d8ab47b7fc39be369805313dda59,386.111688478
f4908c99ff49fb68410ac0d479e7def865dbff16,
4fd6d0176a158a7e6c0e74ab3b5559ffad569413,
8919315667eed33ef7df11b0dcfc40d6d69163b8,
0adec45c06749fe632ed2304c345b14418d15871,
95a22a438d6ae5aae37830d6a7fc74e75fc981af,467.747007037
27584421ac81833fb4ccf564a6fcdd4ac2b698be,561.494346775
e720fd525ae844a709b93fdb28f7914c48d8160d,525.7603194339999
24fa503c4c1225e71a37fe92b354c626e099cbb6,617.863966739
6af857c10637e8e60ee8723080d306cf45181a2f,623.4910879469999
4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,431.97220848700005
fe61cad7894d78b02178a3eb5ec99ffdb5351160,
b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,455.428612762
3a9507cc35b592af5172dd8ebb28cc89827e3f68,424.05981226
132375a118767bda43cef7d17fb9ee7e3910fda6,
551f1885fa0f60bb05f612a39cafe53130ac961e,401.488720041
399626499b7dfe518b8a4a57b801dae132f325db,
cc3750ac71c85cc688659b3eb20dc112738eb623,654.215584315
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,440.51215094800006
9c87e30e40e82eba487a7fb0b594eb881db74389,380.555985765
dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,412.8089036310001
f3931aca05bc6c99fe0c03619fc54098c0c515ef,
16f6526457cc7d849c2a9829efa0e021c78353f0,498.997396415
74b0cbfbe74747c9780b564db3e624d3c19878a2,418.90432077299994
fc67a6d22a9d1beadaf42cd714789d5749800b19,410.981939577
d0c7acbad13d292e637f23633da232e29186e20c,457.5844511739999
b921a4ac834cc1109c06e7c1de9439c0daf16e06,506.85058111300003
e31ee5529458da77ca3239ca06f64465e737e454,428.2265188400001
7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,448.864777466
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,525.8686790349999
b095a86f58a41adaf4197caac4b38de0a96a4058,
05a25962f9f30d8544842ec3d79244e99d11017b,628.7906532229999
458f801c533d802e3655e9bbced52ee22826f197,436.363161599
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,435.54313051500003
293ffd1359a352518d31928214161b644128851e,529.525447046
95068b8d72613d8b51b22243060dd50a498e4dbf,495.3310119910001
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,395.730363779
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,482.12125787400004
